Number,City,Gender,Age,Income,Illness
728,Dallas,Male,46,62920.0,No
729,Dallas,Male,46,44701.0,No
730,Dallas,Male,53,57143.0,No
731,Dallas,Male,39,58209.0,No
732,Dallas,Female,32,25184.0,No
733,Dallas,Male,47,40010.0,No
734,Dallas,Male,37,35115.0,No
735,Dallas,Male,54,66886.0,No
736,Dallas,Male,54,63370.0,No
737,Dallas,Male,33,60415.0,No
738,Dallas,Male,44,52600.0,No
739,Dallas,Female,33,41330.0,No
740,Dallas,Female,28,55292.0,No
741,Dallas,Female,61,47977.0,No
742,Dallas,Male,40,45806.0,No
743,Dallas,Male,52,50079.0,No
744,Dallas,Male,32,48691.0,Yes
745,Dallas,Female,44,18824.0,No
746,Dallas,Female,28,37253.0,No
747,Dallas,Male,61,38909.0,No
748,Dallas,Female,32,29377.0,No
749,Dallas,Female,54,22799.0,No
750,Dallas,Female,37,37639.0,No
751,Dallas,Male,32,55946.0,No
752,Dallas,Female,47,38827.0,No
753,Dallas,Female,27,39059.0,No
754,Dallas,Male,25,38309.0,No
755,Dallas,Female,44,32340.0,No
756,Dallas,Male,54,55303.0,No
757,Dallas,Male,55,61070.0,No
758,Dallas,Male,33,34942.0,No
759,Dallas,Male,49,44921.0,No
760,Dallas,Male,36,48636.0,No
761,Dallas,Male,56,53506.0,No
762,Dallas,Male,56,51181.0,No
763,Dallas,Male,35,49869.0,No
764,Dallas,Male,61,47194.0,No
765,Dallas,Female,30,22656.0,No
766,Dallas,Female,46,43371.0,No
767,Dallas,Female,64,44016.0,No
768,Dallas,Male,34,29313.0,No
769,Dallas,Female,44,39696.0,No
770,Dallas,Male,52,39992.0,No
771,Dallas,Female,45,43782.0,No
772,Dallas,Female,47,28467.0,No
773,Dallas,Male,48,32165.0,No
774,Dallas,Female,58,30819.0,Yes
775,Dallas,Male,36,44180.0,Yes
776,Dallas,Male,47,60421.0,No
777,Dallas,Female,36,37897.0,No
778,Dallas,Male,55,49938.0,No
779,Dallas,Male,31,46913.0,No
780,Dallas,Female,34,55225.0,No
781,Dallas,Female,56,38370.0,No
782,Dallas,Male,33,59807.0,No
783,Dallas,Male,52,41553.0,No
784,Dallas,Female,50,20388.0,Yes
785,Dallas,Male,30,33038.0,No
786,Dallas,Female,38,34887.0,No
787,Dallas,Male,60,39288.0,No
788,Dallas,Male,33,47754.0,No
789,Dallas,Female,48,35498.0,No
790,Dallas,Female,62,35030.0,No
791,Dallas,Female,41,32022.0,No
792,Dallas,Female,30,35147.0,No
793,Dallas,Female,59,33341.0,Yes
794,Dallas,Female,60,40919.0,No
795,Dallas,Male,40,68370.0,Yes
796,Dallas,Female,59,44322.0,No
797,Dallas,Female,38,41593.0,No
798,Dallas,Male,40,37394.0,No
799,Dallas,Female,29,43899.0,No
800,Dallas,Male,27,46188.0,No
801,Dallas,Male,64,48506.0,No
802,Dallas,Female,49,42049.0,Yes
803,Dallas,Male,49,73003.0,No
804,Dallas,Female,54,24569.0,No
805,Dallas,Male,29,46306.0,No
806,Dallas,Female,55,27714.0,No
807,Dallas,Female,29,44342.0,No
808,Dallas,Female,53,33568.0,No
809,Dallas,Male,25,53258.0,Yes
810,Dallas,Female,28,35340.0,No
811,Dallas,Male,32,53618.0,No
812,Dallas,Male,30,56898.0,No
813,Dallas,Male,30,37435.0,No
814,Dallas,Male,32,55068.0,No
815,Dallas,Female,27,36272.0,No
816,Dallas,Female,59,31201.0,No
817,Dallas,Female,54,50688.0,No
818,Dallas,Female,53,42512.0,No
819,Dallas,Male,38,34032.0,No
820,Dallas,Male,34,72761.0,Yes
821,Dallas,Female,34,45351.0,No
822,Dallas,Female,53,30516.0,No
823,Dallas,Male,36,61695.0,Yes
824,Dallas,Male,42,37302.0,No
825,Dallas,Male,26,29672.0,No
826,Dallas,Female,45,42411.0,Yes
827,Dallas,Male,62,51963.0,No
828,Dallas,Female,61,50246.0,No
829,Dallas,Female,59,44597.0,Yes
830,Dallas,Male,48,56286.0,No
831,Dallas,Male,29,45696.0,No
832,Dallas,Male,43,62340.0,No
833,Dallas,Male,49,46041.0,No
834,Dallas,Male,65,49903.0,No
835,Dallas,Male,33,51486.0,No
836,Dallas,Female,45,42944.0,No
837,Dallas,Male,44,58928.0,No
838,Dallas,Male,62,45036.0,No
839,Dallas,Female,55,21179.0,No
840,Dallas,Female,62,23842.0,No
841,Dallas,Male,62,56631.0,No
842,Dallas,Male,33,28851.0,No
843,Dallas,Female,37,41037.0,No
844,Dallas,Male,64,42812.0,No
845,Dallas,Male,57,43022.0,No
846,Dallas,Female,43,54184.0,No
847,Dallas,Male,45,51265.0,No
848,Dallas,Male,56,54648.0,No
849,Dallas,Female,31,49693.0,No
850,Dallas,Female,41,53618.0,No
851,Dallas,Female,63,60039.0,Yes
852,Dallas,Female,51,40647.0,No
853,Dallas,Female,55,43747.0,No
854,Dallas,Male,55,29834.0,Yes
855,Dallas,Male,34,60668.0,No
856,Dallas,Male,28,46849.0,No
857,Dallas,Female,61,41663.0,No
858,Dallas,Male,29,33106.0,No
859,Dallas,Male,50,54366.0,No
860,Dallas,Male,45,42806.0,Yes
861,Dallas,Female,63,40631.0,No
862,Dallas,Female,27,43036.0,No
863,Dallas,Male,56,36089.0,No
864,Dallas,Female,51,49630.0,No
865,Dallas,Male,40,37641.0,No
866,Dallas,Female,58,53090.0,No
867,Dallas,Male,37,60900.0,No
868,Dallas,Male,27,56753.0,No
869,Dallas,Male,40,53889.0,No
870,Dallas,Female,34,36969.0,No
871,Dallas,Female,39,29887.0,No
872,Dallas,Male,30,61874.0,No
873,Dallas,Male,64,54535.0,No
874,Dallas,Male,48,48271.0,No
875,Dallas,Male,30,41745.0,No
876,Dallas,Male,41,51876.0,No
877,Dallas,Male,57,44902.0,No
878,Dallas,Female,30,38145.0,No
879,Dallas,Male,59,50634.0,No
880,Dallas,Female,59,44524.0,No
881,Dallas,Female,49,42103.0,No
882,Dallas,Female,28,35674.0,No
883,Dallas,Male,48,41036.0,No
884,Dallas,Male,40,57797.0,No
885,Dallas,Male,44,42483.0,No
886,Dallas,Male,59,32401.0,No
887,Dallas,Male,32,57292.0,Yes
888,Dallas,Male,39,44952.0,No
889,Dallas,Female,48,34758.0,No
890,Dallas,Male,26,43909.0,No
891,Dallas,Male,47,51939.0,No
892,Dallas,Female,59,23297.0,No
893,Dallas,Male,52,54942.0,No
894,Dallas,Male,57,53989.0,Yes
895,Dallas,Female,28,29899.0,No
896,Dallas,Female,45,34819.0,No
897,Dallas,Male,56,54364.0,No
898,Dallas,Male,54,59417.0,No
899,Dallas,Female,46,46558.0,Yes
900,Dallas,Male,62,61800.0,Yes
901,Dallas,Female,29,53218.0,No
902,Dallas,Male,32,62316.0,No
903,Dallas,Male,63,57323.0,No
904,Dallas,Male,43,52591.0,No
905,Dallas,Male,45,58201.0,No
906,Dallas,Male,42,71020.0,No
907,Dallas,Female,35,25468.0,No
908,Dallas,Female,48,48063.0,No
909,Dallas,Female,34,41061.0,No
910,Dallas,Male,38,56176.0,No
911,Dallas,Male,64,64578.0,No
912,Dallas,Female,60,44612.0,No
913,Dallas,Female,36,40858.0,No
914,Dallas,Male,46,34372.0,No
915,Dallas,Male,30,76797.0,No
916,Dallas,Female,57,52688.0,No
917,Dallas,Female,39,44034.0,Yes
918,Dallas,Male,45,49020.0,No
919,Dallas,Male,48,49415.0,No
920,Dallas,Female,49,45144.0,No
921,Dallas,Male,29,50381.0,No
922,Dallas,Female,42,46552.0,No
923,Dallas,Male,57,38930.0,No
924,Dallas,Male,53,54258.0,No
925,Dallas,Male,31,45795.0,No
926,Dallas,Male,50,74058.0,No
927,Dallas,Female,60,43751.0,No
928,Dallas,Female,64,45470.0,No
929,Dallas,Female,37,29893.0,No
930,Dallas,Female,25,38943.0,No
931,Dallas,Male,62,38130.0,Yes
932,Dallas,Female,42,33564.0,No
933,Dallas,Male,61,35369.0,No
934,Dallas,Male,52,44141.0,No
935,Dallas,Male,28,41499.0,Yes
936,Dallas,Female,61,48818.0,No
937,Dallas,Male,36,50367.0,No
938,Dallas,Male,64,55768.0,No
939,Dallas,Female,63,41066.0,No
940,Dallas,Female,28,32576.0,No
941,Dallas,Female,38,17634.0,No
942,Dallas,Female,48,40956.0,No
943,Dallas,Female,26,43134.0,No
944,Dallas,Male,25,48640.0,No
945,Dallas,Male,34,38668.0,No
946,Dallas,Male,31,35769.0,No
947,Dallas,Female,58,37390.0,No
948,Dallas,Male,26,62829.0,No
949,Dallas,Female,60,41589.0,No
950,Dallas,Male,32,52609.0,No
951,Dallas,Female,33,53759.0,Yes
952,Dallas,Male,31,70340.0,No
953,Dallas,Female,51,40322.0,No
954,Dallas,Female,40,45254.0,Yes
955,Dallas,Male,48,70473.0,No
956,Dallas,Female,60,41613.0,No
957,Dallas,Female,45,32292.0,No
958,Dallas,Male,34,43159.0,No
959,Dallas,Male,41,42034.0,No
960,Dallas,Male,55,45975.0,No
961,Dallas,Male,57,72245.0,No
962,Dallas,Female,58,32157.0,No
963,Dallas,Male,34,55417.0,Yes
964,Dallas,Female,42,46840.0,No
965,Dallas,Female,54,27955.0,No
966,Dallas,Female,32,59654.0,Yes
967,Dallas,Male,62,45268.0,No
968,Dallas,Female,40,56463.0,No
969,Dallas,Male,35,56033.0,No
970,Dallas,Male,62,54903.0,No
971,Dallas,Male,60,62588.0,No
972,Dallas,Male,64,48532.0,No
973,Dallas,Female,45,51746.0,No
974,Dallas,Male,63,55645.0,No
975,Dallas,Female,27,32235.0,No
976,Dallas,Male,39,63087.0,No
977,Dallas,Female,64,56341.0,No
978,Dallas,Male,53,47805.0,No
979,Dallas,Male,35,57044.0,No
980,Dallas,Male,55,43573.0,No
981,Dallas,Female,62,29060.0,Yes
982,Dallas,Male,46,21376.0,No
983,Dallas,Male,55,61459.0,No
984,Dallas,Female,34,41694.0,No
985,Dallas,Male,45,51579.0,No
986,Dallas,Male,57,49005.0,No
987,Dallas,Female,45,53578.0,No
988,Dallas,Male,40,32086.0,No
989,Dallas,Female,37,37503.0,No
990,Dallas,Female,65,49281.0,No
991,Dallas,Female,52,42539.0,No
992,Dallas,Female,52,46952.0,Yes
993,Dallas,Male,51,48797.0,No
994,Dallas,Male,36,31666.0,No
995,Dallas,Female,51,53092.0,No
996,Dallas,Male,37,48650.0,No
997,Dallas,Male,63,38553.0,No
998,Dallas,Female,38,45329.0,No
999,Dallas,Male,64,67187.0,Yes
1000,Dallas,Male,62,55827.0,No
1001,Dallas,Male,37,53258.0,No
1002,Dallas,Male,28,51142.0,No
1003,Dallas,Male,37,54847.0,No
1004,Dallas,Male,50,56307.0,No
1005,Dallas,Male,61,41224.0,No
1006,Dallas,Male,39,38873.0,No
1007,Dallas,Male,45,46304.0,No
1008,Dallas,Female,36,49689.0,No
1009,Dallas,Female,33,16011.0,No
1010,Dallas,Male,38,65653.0,No
1011,Dallas,Female,36,26406.0,No
1012,Dallas,Female,26,44931.0,No
1013,Dallas,Male,53,52199.0,No
1014,Dallas,Female,54,51477.0,No
1015,Dallas,Female,36,41288.0,No
1016,Dallas,Male,61,44053.0,No
1017,Dallas,Male,48,43721.0,No
1018,Dallas,Male,36,51406.0,No
1019,Dallas,Female,62,51743.0,No
1020,Dallas,Female,59,34273.0,No
1021,Dallas,Male,48,43425.0,No
1022,Dallas,Male,39,48264.0,No
1023,Dallas,Female,41,36271.0,No
1024,Dallas,Female,55,53962.0,No
1025,Dallas,Male,26,47905.0,No
1026,Dallas,Female,38,39390.0,No
1027,Dallas,Female,58,48889.0,No
1028,Dallas,Female,52,53959.0,No
1029,Dallas,Male,39,64615.0,No
1030,Dallas,Male,50,36821.0,No
1031,Dallas,Female,40,45667.0,Yes
1032,Dallas,Female,59,38260.0,No
1033,Dallas,Male,42,49906.0,No
1034,Dallas,Male,49,58842.0,No
1035,Dallas,Female,45,58010.0,No
1036,Dallas,Female,34,42861.0,No
1037,Dallas,Male,31,50220.0,No
1038,Dallas,Female,42,8613.0,No
1039,Dallas,Male,59,29943.0,No
1040,Dallas,Male,58,41653.0,Yes
1041,Dallas,Male,56,64565.0,No
1042,Dallas,Male,32,51041.0,No
1043,Dallas,Female,59,48689.0,No
1044,Dallas,Female,63,35931.0,Yes
1045,Dallas,Male,65,78511.0,No
1046,Dallas,Male,26,52713.0,No
1047,Dallas,Female,30,36528.0,No
1048,Dallas,Female,58,47536.0,No
1049,Dallas,Male,52,46806.0,No
1050,Dallas,Female,42,37339.0,No
1051,Dallas,Female,52,57433.0,No
1052,Dallas,Female,64,30578.0,No
1053,Dallas,Female,26,48973.0,No
1054,Dallas,Female,32,56606.0,No
1055,Dallas,Female,34,22373.0,No
1056,Dallas,Female,52,36149.0,No
1057,Dallas,Female,48,34336.0,No
1058,Dallas,Male,42,53857.0,No
1059,Dallas,Male,60,39800.0,No
1060,Dallas,Male,30,61293.0,No
1061,Dallas,Male,52,39107.0,No
1062,Dallas,Male,40,58161.0,No
1063,Dallas,Male,48,53327.0,No
1064,Dallas,Male,44,36663.0,Yes
1065,Dallas,Female,39,44833.0,No
1066,Dallas,Female,30,43727.0,No
1067,Dallas,Female,35,57408.0,No
1068,Dallas,Female,54,43645.0,No
1069,Dallas,Male,42,37640.0,No
1070,Dallas,Female,54,38697.0,No
1071,Dallas,Female,28,27773.0,No
1072,Dallas,Male,52,44474.0,No
1073,Dallas,Male,61,64267.0,Yes
1074,Dallas,Female,52,56072.0,No
1075,Dallas,Male,48,62006.0,No
1076,Dallas,Male,63,30102.0,No
1077,Dallas,Female,35,26027.0,No
1078,Dallas,Male,51,67914.0,No
1079,Dallas,Female,62,26341.0,No
1080,Dallas,Female,30,35656.0,No
1081,Dallas,Male,45,35116.0,No
1082,Dallas,Female,54,33992.0,No
1083,Dallas,Male,62,43787.0,No
1084,Dallas,Female,40,31674.0,No
1085,Dallas,Female,50,37947.0,No
1086,Dallas,Male,63,56412.0,No
1087,Dallas,Female,40,26356.0,No
1088,Dallas,Male,59,52591.0,No
1089,Dallas,Female,38,29309.0,No
1090,Dallas,Male,31,51619.0,No
1091,Dallas,Male,48,80510.0,No
1092,Dallas,Female,61,27424.0,Yes
1093,Dallas,Male,35,42801.0,No
1094,Dallas,Male,52,55627.0,No
1095,Dallas,Female,57,54946.0,No
1096,Dallas,Male,54,66035.0,No
1097,Dallas,Female,49,35187.0,No
1098,Dallas,Female,42,48487.0,No
1099,Dallas,Male,52,59630.0,No
1100,Dallas,Male,53,44220.0,No
1101,Dallas,Male,59,47271.0,No
1102,Dallas,Male,58,52057.0,No
1103,Dallas,Male,33,36577.0,No
1104,Dallas,Female,35,36714.0,No
1105,Dallas,Male,53,40729.0,No
1106,Dallas,Male,64,60760.0,Yes
1107,Dallas,Male,29,52386.0,No
1108,Dallas,Male,32,42439.0,No
1109,Dallas,Male,48,52905.0,No
1110,Dallas,Male,30,44974.0,No
1111,Dallas,Female,48,34354.0,No
1112,Dallas,Female,32,40714.0,No
1113,Dallas,Female,52,42882.0,No
1114,Dallas,Female,32,33812.0,No
1115,Dallas,Female,41,29185.0,No
1116,Dallas,Male,49,60030.0,No
1117,Dallas,Male,32,55785.0,No
1118,Dallas,Female,29,28619.0,No
1119,Dallas,Male,64,45607.0,No
1120,Dallas,Male,30,38956.0,No
1121,Dallas,Male,51,45836.0,No
1122,Dallas,Female,36,31058.0,No
1123,Dallas,Male,29,49678.0,No
1124,Dallas,Female,52,56113.0,No
1125,Dallas,Male,61,54879.0,No
1126,Dallas,Female,42,29911.0,No
1127,Dallas,Male,61,63195.0,No
1128,Dallas,Female,58,34265.0,No
1129,Dallas,Male,61,27047.0,No
1130,Dallas,Female,50,53204.0,No
1131,Dallas,Female,52,32032.0,No
1132,Dallas,Male,64,53924.0,Yes
1133,Dallas,Male,27,53441.0,No
1134,Dallas,Female,35,38158.0,No
1135,Dallas,Male,48,43436.0,Yes
1136,Dallas,Female,40,31951.0,No
1137,Dallas,Male,64,39621.0,No
1138,Dallas,Male,43,64943.0,No
1139,Dallas,Female,65,43044.0,No
1140,Dallas,Female,48,49861.0,No
1141,Dallas,Female,29,32448.0,No
1142,Dallas,Female,52,33585.0,No
1143,Dallas,Male,46,52232.0,No
1144,Dallas,Female,38,41839.0,No
1145,Dallas,Female,34,48067.0,No
1146,Dallas,Female,46,25775.0,No
1147,Dallas,Female,26,52271.0,No
1148,Dallas,Female,34,41016.0,No
1149,Dallas,Male,51,66294.0,No
1150,Dallas,Female,51,40794.0,No
1151,Dallas,Male,60,57591.0,No
1152,Dallas,Male,61,51921.0,No
1153,Dallas,Female,54,47495.0,No
1154,Dallas,Male,56,44325.0,No
1155,Dallas,Male,37,55730.0,No
1156,Dallas,Male,28,37800.0,No
1157,Dallas,Male,42,35312.0,No
1158,Dallas,Male,58,38383.0,No
1159,Dallas,Female,33,44734.0,No
1160,Dallas,Male,49,48366.0,No
1161,Dallas,Female,51,26811.0,No
1162,Dallas,Male,59,61855.0,No
1163,Dallas,Female,63,53558.0,No
1164,Dallas,Male,43,40268.0,No
1165,Dallas,Female,28,53538.0,No
1166,Dallas,Male,49,53156.0,No
1167,Dallas,Female,54,31292.0,No
1168,Dallas,Female,48,31420.0,No
1169,Dallas,Female,62,35427.0,No
1170,Dallas,Female,32,22083.0,No
1171,Dallas,Female,55,33202.0,No
1172,Dallas,Female,63,28263.0,No
1173,Dallas,Female,64,36685.0,No
1174,Dallas,Male,56,55359.0,No
1175,Dallas,Male,35,72028.0,No
1176,Dallas,Male,27,54770.0,No
1177,Dallas,Male,58,63877.0,No
1178,Dallas,Female,34,42827.0,No
1179,Dallas,Male,65,39217.0,No
1180,Dallas,Male,25,51130.0,No
1181,Dallas,Male,29,56958.0,No
1182,Dallas,Female,53,19540.0,No
1183,Dallas,Female,29,47345.0,No
1184,Dallas,Female,59,39361.0,No
1185,Dallas,Male,60,52368.0,No
1186,Dallas,Female,56,30693.0,Yes
1187,Dallas,Male,38,51719.0,No
1188,Dallas,Male,45,41569.0,No
1189,Dallas,Male,45,53499.0,No
1190,Dallas,Male,26,54044.0,No
1191,Dallas,Male,47,46839.0,No
1192,Dallas,Male,48,67528.0,No
1193,Dallas,Male,51,42234.0,No
1194,Dallas,Male,27,40762.0,No
1195,Dallas,Female,59,12936.0,No
1196,Dallas,Female,30,40726.0,No
1197,Dallas,Male,61,54039.0,No
1198,Dallas,Female,27,35478.0,No
1199,Dallas,Male,44,51337.0,No
1200,Dallas,Male,56,44458.0,No
1201,Dallas,Female,64,32844.0,No
1202,Dallas,Female,49,42330.0,No
1203,Dallas,Male,44,78007.0,No
1204,Dallas,Male,51,70772.0,No
1205,Dallas,Female,42,24600.0,No
1206,Dallas,Male,29,49985.0,No
1207,Dallas,Female,55,23008.0,No
1208,Dallas,Female,50,48252.0,No
1209,Dallas,Male,57,59129.0,No
1210,Dallas,Male,39,42216.0,Yes
1211,Dallas,Female,39,48849.0,Yes
1212,Dallas,Female,48,48380.0,No
1213,Dallas,Male,36,51756.0,No
1214,Dallas,Female,26,53647.0,No
1215,Dallas,Female,45,42284.0,No
1216,Dallas,Male,41,51953.0,No
1217,Dallas,Male,44,51769.0,No
1218,Dallas,Male,45,37838.0,No
1219,Dallas,Male,65,57103.0,No
1220,Dallas,Male,48,55028.0,No
1221,Dallas,Male,51,39618.0,No
1222,Dallas,Female,27,37322.0,No
1223,Dallas,Female,50,36159.0,No
1224,Dallas,Female,33,61632.0,No
1225,Dallas,Male,43,43054.0,No
1226,Dallas,Female,36,48141.0,No
1227,Dallas,Male,61,39731.0,No
1228,Dallas,Male,37,55647.0,No
1229,Dallas,Male,49,56420.0,Yes
1230,Dallas,Female,50,36240.0,No
1231,Dallas,Male,41,40716.0,No
1232,Dallas,Female,48,44708.0,No
1233,Dallas,Male,51,56271.0,No
1234,Dallas,Male,44,62002.0,No
1235,Dallas,Female,26,67792.0,No
1236,Dallas,Female,36,29717.0,No
1237,Dallas,Male,46,53075.0,Yes
1238,Dallas,Male,58,61433.0,No
1239,Dallas,Male,43,45752.0,No
1240,Dallas,Female,45,38662.0,No
1241,Dallas,Male,64,41763.0,No
1242,Dallas,Female,54,40193.0,No
1243,Dallas,Male,42,46453.0,Yes
1244,Dallas,Male,33,48622.0,No
1245,Dallas,Female,45,37128.0,No
1246,Dallas,Male,57,49923.0,Yes
1247,Dallas,Female,57,43872.0,No
1248,Dallas,Male,40,59585.0,No
1249,Dallas,Male,49,53978.0,No
1250,Dallas,Female,37,44850.0,No
1251,Dallas,Female,51,48795.0,No
1252,Dallas,Female,40,37686.0,No
1253,Dallas,Male,65,56144.0,No
1254,Dallas,Male,52,50360.0,No
1255,Dallas,Female,50,56287.0,No
1256,Dallas,Male,59,42490.0,Yes
1257,Dallas,Male,44,68903.0,No
1258,Dallas,Female,57,34501.0,No
1259,Dallas,Male,33,37782.0,No
1260,Dallas,Male,54,63665.0,No
1261,Dallas,Male,49,27449.0,No
1262,Dallas,Male,38,49374.0,No
1263,Dallas,Female,38,34372.0,Yes
1264,Dallas,Male,48,49930.0,No
1265,Dallas,Male,58,35782.0,No
1266,Dallas,Male,30,43341.0,No
1267,Dallas,Male,32,35899.0,No
1268,Dallas,Male,49,59808.0,No
1269,Dallas,Male,42,60860.0,No
1270,Dallas,Male,40,40680.0,No
1271,Dallas,Male,25,49952.0,No
1272,Dallas,Male,32,43154.0,No
1273,Dallas,Female,55,25382.0,No
1274,Dallas,Male,40,50847.0,No
1275,Dallas,Female,41,43713.0,No
1276,Dallas,Male,46,57223.0,No
1277,Dallas,Female,58,46305.0,No
1278,Dallas,Male,27,41623.0,No
1279,Dallas,Female,60,40414.0,No
1280,Dallas,Male,31,43177.0,No
1281,Dallas,Male,38,56306.0,No
1282,Dallas,Female,64,49331.0,No
1283,Dallas,Male,31,69207.0,No
1284,Dallas,Male,34,39603.0,No
1285,Dallas,Male,46,54197.0,No
1286,Dallas,Male,39,55642.0,No
1287,Dallas,Female,55,35236.0,No
1288,Dallas,Male,33,57947.0,Yes
1289,Dallas,Female,47,39712.0,No
1290,Dallas,Female,64,50673.0,No
1291,Dallas,Male,47,48365.0,No
1292,Dallas,Male,36,59153.0,No
1293,Dallas,Male,43,46793.0,Yes
1294,Dallas,Female,30,38289.0,No
1295,Dallas,Female,42,42091.0,No
1296,Dallas,Female,40,16128.0,No
1297,Dallas,Female,48,37918.0,No
1298,Dallas,Female,60,46595.0,Yes
1299,Dallas,Male,52,51252.0,No
1300,Dallas,Female,42,31446.0,No
1301,Dallas,Female,60,29344.0,No
1302,Dallas,Male,38,42456.0,No
1303,Dallas,Male,45,63361.0,No
1304,Dallas,Female,52,40278.0,No
1305,Dallas,Male,53,66016.0,Yes
1306,Dallas,Female,64,26628.0,No
1307,Dallas,Male,42,48764.0,No
1308,Dallas,Female,45,38151.0,No
1309,Dallas,Male,40,65836.0,No
1310,Dallas,Female,54,34549.0,No
1311,Dallas,Female,30,42116.0,No
1312,Dallas,Female,35,30412.0,No
1313,Dallas,Male,31,64413.0,Yes
1314,Dallas,Female,42,43255.0,No
1315,Dallas,Male,35,55791.0,No
1316,Dallas,Female,40,47367.0,No
1317,Dallas,Male,48,23359.0,No
1318,Dallas,Male,63,52462.0,No
1319,Dallas,Male,26,39820.0,No
1320,Dallas,Male,30,48601.0,No
1321,Dallas,Male,56,43527.0,No
1322,Dallas,Male,59,45684.0,No
1323,Dallas,Male,56,39716.0,No
1324,Dallas,Male,26,57737.0,No
1325,Dallas,Female,31,34200.0,No
1326,Dallas,Female,30,47378.0,No
1327,Dallas,Male,27,56319.0,No
1328,Dallas,Male,64,57466.0,No
1329,Dallas,Male,53,52359.0,No
1330,Dallas,Male,33,36220.0,No
1331,Dallas,Female,29,27035.0,Yes
1332,Dallas,Male,62,37244.0,No
1333,Dallas,Male,50,49449.0,No
1334,Dallas,Male,36,51771.0,No
1335,Dallas,Male,57,72630.0,No
1336,Dallas,Male,28,65011.0,Yes
1337,Dallas,Female,45,25387.0,No
1338,Dallas,Male,42,51018.0,Yes
1339,Dallas,Female,35,31257.0,No
1340,Dallas,Male,41,46134.0,No
1341,Dallas,Male,55,41754.0,No
1342,Dallas,Female,32,36870.0,No
1343,Dallas,Female,43,67638.0,No
1344,Dallas,Female,38,50741.0,No
1345,Dallas,Male,54,51404.0,No
1346,Dallas,Female,63,43744.0,No
1347,Dallas,Female,63,48793.0,No
1348,Dallas,Female,63,34758.0,Yes
1349,Dallas,Male,43,41910.0,No
1350,Dallas,Male,39,28361.0,No
1351,Dallas,Male,47,51627.0,No
1352,Dallas,Female,59,51228.0,No
1353,Dallas,Male,36,57313.0,No
1354,Dallas,Male,65,63460.0,No
1355,Dallas,Male,42,61870.0,No
1356,Dallas,Male,65,30139.0,No
1357,Dallas,Male,54,45873.0,No
1358,Dallas,Female,48,28646.0,No
1359,Dallas,Male,26,58120.0,No
1360,Dallas,Female,32,47570.0,Yes
1361,Dallas,Female,43,55966.0,No
1362,Dallas,Male,30,56750.0,No
1363,Dallas,Female,48,35174.0,No
1364,Dallas,Female,26,27130.0,No
1365,Dallas,Male,31,55019.0,No
1366,Dallas,Female,34,36298.0,No
1367,Dallas,Male,44,55212.0,No
1368,Dallas,Male,29,36509.0,No
1369,Dallas,Male,43,41348.0,Yes
1370,Dallas,Male,43,53326.0,No
1371,Dallas,Female,28,42443.0,Yes
1372,Dallas,Female,57,51040.0,No
1373,Dallas,Male,57,57112.0,No
1374,Dallas,Female,62,25322.0,No
1375,Dallas,Male,28,52966.0,No
1376,Dallas,Female,39,51404.0,Yes
1377,Dallas,Female,49,38260.0,No
1378,Dallas,Female,49,49102.0,No
1379,Dallas,Female,56,50255.0,No
1380,Dallas,Male,61,63150.0,No
1381,Dallas,Male,38,54885.0,No
1382,Dallas,Male,55,50487.0,No
1383,Dallas,Male,62,70194.0,Yes
1384,Dallas,Male,44,53386.0,No
1385,Dallas,Female,62,54757.0,No
1386,Dallas,Male,46,36290.0,No
1387,Dallas,Female,41,43656.0,No
1388,Dallas,Male,29,45064.0,No
1389,Dallas,Female,38,22642.0,No
1390,Dallas,Female,39,23881.0,No
1391,Dallas,Female,46,26934.0,No
1392,Dallas,Female,42,42894.0,No
1393,Dallas,Female,60,38446.0,No
1394,Dallas,Male,52,61816.0,No
1395,Dallas,Male,56,31983.0,No
1396,Dallas,Female,55,41160.0,No
1397,Dallas,Male,49,51884.0,No
1398,Dallas,Female,46,29119.0,No
1399,Dallas,Female,38,35711.0,Yes
1400,Dallas,Male,51,45803.0,No
1401,Dallas,Male,31,49038.0,No
1402,Dallas,Female,34,19879.0,No
1403,Dallas,Male,29,61628.0,No
1404,Dallas,Female,61,28620.0,No
1405,Dallas,Male,46,52693.0,No
1406,Dallas,Female,54,28974.0,No
1407,Dallas,Male,42,51878.0,No
1408,Dallas,Female,40,35666.0,No
1409,Dallas,Male,37,54572.0,No
1410,Dallas,Male,40,52849.0,No
1411,Dallas,Male,58,51313.0,No
1412,Dallas,Male,52,38709.0,No
1413,Dallas,Female,59,47206.0,No
1414,Dallas,Male,26,68942.0,No
1415,Dallas,Male,46,41038.0,No
1416,Dallas,Male,35,55254.0,No
1417,Dallas,Female,65,35279.0,No
1418,Dallas,Male,47,64461.0,No
1419,Dallas,Female,63,62796.0,No
1420,Dallas,Male,61,41786.0,No
1421,Dallas,Male,26,42229.0,No
1422,Dallas,Male,29,44212.0,No
1423,Dallas,Male,46,52422.0,Yes
1424,Dallas,Male,27,44567.0,No
1425,Dallas,Male,37,38962.0,No
1426,Dallas,Male,55,50908.0,No
1427,Dallas,Female,63,24348.0,No
1428,Dallas,Female,56,41782.0,No
1429,Dallas,Male,38,56065.0,No
1430,Dallas,Male,39,43455.0,No
1431,Dallas,Female,58,57517.0,No
1432,Dallas,Male,60,51984.0,No
1433,Dallas,Male,29,52737.0,No
